sIP,dIP,sPort,dPort,protocol,packets,bytes,flags,sTime,duration,eTime,sensor
192.168.2.100,192.168.2.200,3000,37786,6,40,3208,FSPA,2019/12/28T19:00:18.388,0.156,2019/12/28T19:00:18.544,local
192.168.2.100,192.168.2.200,3000,37788,6,40,3208,FSPA,2019/12/28T19:00:18.540,0.136,2019/12/28T19:00:18.676,local
192.168.2.200,192.168.2.100,37788,3000,6,40,3880,FSPA,2019/12/28T19:00:18.540,0.136,2019/12/28T19:00:18.676,local
192.168.2.200,192.168.2.100,37790,3000,6,40,3648,FSPA,2019/12/28T19:00:18.676,0.136,2019/12/28T19:00:18.812,local
192.168.2.100,192.168.2.200,3000,37790,6,40,3208,FSPA,2019/12/28T19:00:18.676,0.140,2019/12/28T19:00:18.816,local
192.168.2.200,192.168.2.100,37792,3000,6,40,6224,FSPA,2019/12/28T19:00:18.628,0.140,2019/12/28T19:00:18.768,local
192.168.2.100,192.168.2.200,3000,37792,6,40,3208,FSPA,2019/12/28T19:00:18.628,0.140,2019/12/28T19:00:18.768,local
192.168.2.100,192.168.2.200,3000,37794,6,40,3208,FSPA,2019/12/28T19:00:18.768,0.136,2019/12/28T19:00:18.904,local
192.168.2.200,192.168.2.100,37794,3000,6,40,3896,FSPA,2019/12/28T19:00:18.768,0.136,2019/12/28T19:00:18.904,local
192.168.2.100,192.168.2.200,3000,37796,6,40,3208,FSPA,2019/12/28T19:00:18.904,0.140,2019/12/28T19:00:19.044,local
192.168.2.200,192.168.2.100,37796,3000,6,40,3624,FSPA,2019/12/28T19:00:18.904,0.136,2019/12/28T19:00:19.040,local
192.168.2.200,192.168.2.100,37798,3000,6,40,6224,FSPA,2019/12/28T19:00:19.040,0.136,2019/12/28T19:00:19.176,local
192.168.2.100,192.168.2.200,3000,37798,6,40,3208,FSPA,2019/12/28T19:00:19.040,0.136,2019/12/28T19:00:19.176,local
192.168.2.100,192.168.2.200,3000,37800,6,40,3208,FSPA,2019/12/28T19:00:19.176,0.132,2019/12/28T19:00:19.308,local
192.168.2.200,192.168.2.100,37800,3000,6,40,3896,FSPA,2019/12/28T19:00:19.176,0.132,2019/12/28T19:00:19.308,local
192.168.2.100,192.168.2.200,3000,37802,6,40,3208,FSPA,2019/12/28T19:00:19.308,0.136,2019/12/28T19:00:19.444,local
192.168.2.200,192.168.2.100,37802,3000,6,40,3648,FSPA,2019/12/28T19:00:19.308,0.136,2019/12/28T19:00:19.444,local
192.168.2.200,192.168.2.100,37804,3000,6,40,6224,FSPA,2019/12/28T19:00:19.444,0.128,2019/12/28T19:00:19.572,local
192.168.2.100,192.168.2.200,3000,37804,6,40,3208,FSPA,2019/12/28T19:00:19.444,0.128,2019/12/28T19:00:19.572,local
192.168.2.100,192.168.2.200,3000,37806,6,40,3208,FSPA,2019/12/28T19:00:19.572,0.136,2019/12/28T19:00:19.708,local
192.168.2.200,192.168.2.100,37806,3000,6,40,3896,FSPA,2019/12/28T19:00:19.572,0.132,2019/12/28T19:00:19.704,local
192.168.2.100,192.168.2.200,3000,37808,6,40,3208,FSPA,2019/12/28T19:00:19.708,0.136,2019/12/28T19:00:19.844,local
192.168.2.200,192.168.2.100,37808,3000,6,40,3624,FSPA,2019/12/28T19:00:19.704,0.140,2019/12/28T19:00:19.844,local
192.168.2.200,192.168.2.100,37810,3000,6,40,6224,FSPA,2019/12/28T19:00:19.844,0.128,2019/12/28T19:00:19.972,local
192.168.2.100,192.168.2.200,3000,37810,6,40,3208,FSPA,2019/12/28T19:00:19.844,0.128,2019/12/28T19:00:19.972,local
192.168.2.200,192.168.2.100,37812,3000,6,40,3896,FSPA,2019/12/28T19:00:19.972,0.136,2019/12/28T19:00:20.108,local
192.168.2.100,192.168.2.200,3000,37812,6,40,3208,FSPA,2019/12/28T19:00:19.972,0.136,2019/12/28T19:00:20.108,local
192.168.2.200,192.168.2.100,37814,3000,6,40,3632,FSPA,2019/12/28T19:00:20.108,0.136,2019/12/28T19:00:20.244,local
192.168.2.100,192.168.2.200,3000,37814,6,40,3208,FSPA,2019/12/28T19:00:20.108,0.136,2019/12/28T19:00:20.244,local
192.168.2.200,192.168.2.100,37816,3000,6,40,6232,FSPA,2019/12/28T19:00:20.244,0.128,2019/12/28T19:00:20.372,local
192.168.2.100,192.168.2.200,3000,37816,6,40,3208,FSPA,2019/12/28T19:00:20.244,0.128,2019/12/28T19:00:20.372,local
192.168.2.200,192.168.2.100,37818,3000,6,40,3944,FSPA,2019/12/28T19:00:20.372,0.132,2019/12/28T19:00:20.504,local
192.168.2.100,192.168.2.200,3000,37818,6,40,3208,FSPA,2019/12/28T19:00:20.372,0.132,2019/12/28T19:00:20.504,local
192.168.2.200,192.168.2.100,37820,3000,6,40,3608,FSPA,2019/12/28T19:00:20.504,0.136,2019/12/28T19:00:20.640,local
192.168.2.100,192.168.2.200,3000,37820,6,40,3208,FSPA,2019/12/28T19:00:20.504,0.136,2019/12/28T19:00:20.640,local
192.168.2.100,192.168.2.200,3000,37822,6,40,3208,FSPA,2019/12/28T19:00:20.640,0.132,2019/12/28T19:00:20.772,local
192.168.2.200,192.168.2.100,37822,3000,6,40,6232,FSPA,2019/12/28T19:00:20.640,0.132,2019/12/28T19:00:20.772,local
192.168.2.100,192.168.2.200,3000,37824,6,40,3208,FSPA,2019/12/28T19:00:20.796,0.148,2019/12/28T19:00:20.944,local
192.168.2.200,192.168.2.100,37824,3000,6,40,3944,FSPA,2019/12/28T19:00:20.796,0.148,2019/12/28T19:00:20.944,local
192.168.2.200,192.168.2.100,37826,3000,6,40,3640,FSPA,2019/12/28T19:00:20.944,0.136,2019/12/28T19:00:21.080,local
192.168.2.100,192.168.2.200,3000,37826,6,40,3208,FSPA,2019/12/28T19:00:20.944,0.136,2019/12/28T19:00:21.080,local
192.168.2.200,192.168.2.100,37828,3000,6,40,6208,FSPA,2019/12/28T19:00:21.080,0.132,2019/12/28T19:00:21.212,local
192.168.2.100,192.168.2.200,3000,37828,6,40,3208,FSPA,2019/12/28T19:00:21.080,0.132,2019/12/28T19:00:21.212,local
192.168.2.200,192.168.2.100,37830,3000,6,40,3880,FSPA,2019/12/28T19:00:21.212,0.140,2019/12/28T19:00:21.352,local
192.168.2.100,192.168.2.200,3000,37830,6,40,3208,FSPA,2019/12/28T19:00:21.212,0.140,2019/12/28T19:00:21.352,local
192.168.2.100,192.168.2.200,3000,37832,6,40,3208,FSPA,2019/12/28T19:00:21.352,0.136,2019/12/28T19:00:21.488,local
192.168.2.200,192.168.2.100,37832,3000,6,40,3616,FSPA,2019/12/28T19:00:21.352,0.136,2019/12/28T19:00:21.488,local
192.168.2.100,192.168.2.200,3000,37834,6,40,3208,FSPA,2019/12/28T19:00:21.488,0.128,2019/12/28T19:00:21.616,local
192.168.2.200,192.168.2.100,37834,3000,6,40,6208,FSPA,2019/12/28T19:00:21.488,0.128,2019/12/28T19:00:21.616,local
192.168.2.100,192.168.2.200,3000,37836,6,40,3208,FSPA,2019/12/28T19:00:21.616,0.136,2019/12/28T19:00:21.752,local
192.168.2.200,192.168.2.100,37836,3000,6,40,3880,FSPA,2019/12/28T19:00:21.616,0.136,2019/12/28T19:00:21.752,local
192.168.2.200,192.168.2.100,37838,3000,6,40,3656,FSPA,2019/12/28T19:00:21.752,0.140,2019/12/28T19:00:21.892,local
192.168.2.100,192.168.2.200,3000,37838,6,40,3208,FSPA,2019/12/28T19:00:21.752,0.140,2019/12/28T19:00:21.892,local
192.168.2.200,192.168.2.100,37840,3000,6,40,6208,FSPA,2019/12/28T19:00:21.892,0.132,2019/12/28T19:00:22.024,local
192.168.2.100,192.168.2.200,3000,37840,6,40,3208,FSPA,2019/12/28T19:00:21.892,0.132,2019/12/28T19:00:22.024,local
192.168.2.100,192.168.2.200,3000,37842,6,40,3208,FSPA,2019/12/28T19:00:22.024,0.140,2019/12/28T19:00:22.164,local
192.168.2.200,192.168.2.100,37842,3000,6,40,3880,FSPA,2019/12/28T19:00:22.024,0.140,2019/12/28T19:00:22.164,local
192.168.2.100,192.168.2.200,3000,37844,6,40,3208,FSPA,2019/12/28T19:00:22.164,0.132,2019/12/28T19:00:22.296,local
192.168.2.200,192.168.2.100,37844,3000,6,40,3640,FSPA,2019/12/28T19:00:22.160,0.136,2019/12/28T19:00:22.296,local
192.168.2.100,192.168.2.200,3000,37846,6,40,3208,FSPA,2019/12/28T19:00:22.296,0.132,2019/12/28T19:00:22.428,local
192.168.2.200,192.168.2.100,37846,3000,6,40,6208,FSPA,2019/12/28T19:00:22.296,0.132,2019/12/28T19:00:22.428,local
192.168.2.100,192.168.2.200,3000,37848,6,40,3208,FSPA,2019/12/28T19:00:22.428,0.136,2019/12/28T19:00:22.564,local
192.168.2.200,192.168.2.100,37848,3000,6,40,3880,FSPA,2019/12/28T19:00:22.428,0.136,2019/12/28T19:00:22.564,local
192.168.2.200,192.168.2.100,37850,3000,6,40,3648,FSPA,2019/12/28T19:00:22.564,0.140,2019/12/28T19:00:22.704,local
192.168.2.100,192.168.2.200,3000,37850,6,40,3208,FSPA,2019/12/28T19:00:22.564,0.140,2019/12/28T19:00:22.704,local
192.168.2.200,192.168.2.100,37852,3000,6,40,6224,FSPA,2019/12/28T19:00:22.700,0.140,2019/12/28T19:00:22.840,local
192.168.2.100,192.168.2.200,3000,37852,6,40,3208,FSPA,2019/12/28T19:00:22.704,0.136,2019/12/28T19:00:22.840,local
192.168.2.100,192.168.2.200,3000,37854,6,40,3208,FSPA,2019/12/28T19:00:22.840,0.144,2019/12/28T19:00:22.984,local
192.168.2.200,192.168.2.100,37854,3000,6,40,3896,FSPA,2019/12/28T19:00:22.448,0.144,2019/12/28T19:00:22.592,local
192.168.2.100,192.168.2.200,3000,37856,6,40,3208,FSPA,2019/12/28T19:00:22.592,0.148,2019/12/28T19:00:22.740,local
192.168.2.200,192.168.2.100,37856,3000,6,40,3624,FSPA,2019/12/28T19:00:22.592,0.148,2019/12/28T19:00:22.740,local
192.168.2.200,192.168.2.100,37858,3000,6,40,6224,FSPA,2019/12/28T19:00:22.740,0.148,2019/12/28T19:00:22.888,local
192.168.2.100,192.168.2.200,3000,37858,6,40,3208,FSPA,2019/12/28T19:00:22.740,0.148,2019/12/28T19:00:22.888,local
192.168.2.200,192.168.2.100,37860,3000,6,40,3896,FSPA,2019/12/28T19:00:22.888,0.144,2019/12/28T19:00:23.032,local
192.168.2.100,192.168.2.200,3000,37860,6,40,3208,FSPA,2019/12/28T19:00:22.888,0.148,2019/12/28T19:00:23.036,local
192.168.2.200,192.168.2.100,37862,3000,6,40,3664,FSPA,2019/12/28T19:00:23.032,0.148,2019/12/28T19:00:23.180,local
192.168.2.100,192.168.2.200,3000,37862,6,40,3208,FSPA,2019/12/28T19:00:23.036,0.144,2019/12/28T19:00:23.180,local
192.168.2.200,192.168.2.100,37864,3000,6,40,6224,FSPA,2019/12/28T19:00:23.180,0.144,2019/12/28T19:00:23.324,local
192.168.2.100,192.168.2.200,3000,37864,6,40,3208,FSPA,2019/12/28T19:00:23.180,0.144,2019/12/28T19:00:23.324,local
192.168.2.100,192.168.2.200,3000,37866,6,40,3208,FSPA,2019/12/28T19:00:23.324,0.148,2019/12/28T19:00:23.472,local
192.168.2.200,192.168.2.100,37866,3000,6,40,3896,FSPA,2019/12/28T19:00:23.324,0.148,2019/12/28T19:00:23.472,local
192.168.2.200,192.168.2.100,37868,3000,6,40,3648,FSPA,2019/12/28T19:00:23.472,0.152,2019/12/28T19:00:23.624,local
192.168.2.100,192.168.2.200,3000,37868,6,40,3208,FSPA,2019/12/28T19:00:23.472,0.152,2019/12/28T19:00:23.624,local
192.168.2.100,192.168.2.200,3000,37870,6,40,3208,FSPA,2019/12/28T19:00:23.620,0.144,2019/12/28T19:00:23.764,local
192.168.2.200,192.168.2.100,37870,3000,6,40,6224,FSPA,2019/12/28T19:00:23.616,0.148,2019/12/28T19:00:23.764,local
192.168.2.100,192.168.2.200,3000,37872,6,40,3208,FSPA,2019/12/28T19:00:23.764,0.148,2019/12/28T19:00:23.912,local
192.168.2.200,192.168.2.100,37872,3000,6,40,3896,FSPA,2019/12/28T19:00:23.764,0.148,2019/12/28T19:00:23.912,local
192.168.2.200,192.168.2.100,37874,3000,6,40,3648,FSPA,2019/12/28T19:00:23.912,0.148,2019/12/28T19:00:24.060,local
192.168.2.100,192.168.2.200,3000,37874,6,40,3208,FSPA,2019/12/28T19:00:23.912,0.148,2019/12/28T19:00:24.060,local
192.168.2.200,192.168.2.100,37876,3000,6,40,6216,FSPA,2019/12/28T19:00:24.060,0.140,2019/12/28T19:00:24.200,local
192.168.2.100,192.168.2.200,3000,37876,6,40,3208,FSPA,2019/12/28T19:00:24.060,0.140,2019/12/28T19:00:24.200,local
192.168.2.200,192.168.2.100,37878,3000,6,40,3888,FSPA,2019/12/28T19:00:24.196,0.148,2019/12/28T19:00:24.344,local
192.168.2.100,192.168.2.200,3000,37878,6,40,3208,FSPA,2019/12/28T19:00:24.200,0.144,2019/12/28T19:00:24.344,local
192.168.2.200,192.168.2.100,37880,3000,6,40,3624,FSPA,2019/12/28T19:00:24.344,0.144,2019/12/28T19:00:24.488,local
192.168.2.100,192.168.2.200,3000,37880,6,40,3208,FSPA,2019/12/28T19:00:24.344,0.144,2019/12/28T19:00:24.488,local
192.168.2.200,192.168.2.100,37882,3000,6,40,6216,FSPA,2019/12/28T19:00:24.488,0.136,2019/12/28T19:00:24.624,local
192.168.2.100,192.168.2.200,3000,37882,6,40,3208,FSPA,2019/12/28T19:00:24.488,0.136,2019/12/28T19:00:24.624,local
192.168.2.200,192.168.2.100,37884,3000,6,40,3888,FSPA,2019/12/28T19:00:24.624,0.148,2019/12/28T19:00:24.772,local
192.168.2.100,192.168.2.200,3000,37884,6,40,3208,FSPA,2019/12/28T19:00:24.624,0.148,2019/12/28T19:00:24.772,local
192.168.2.100,192.168.2.200,3000,37886,6,40,3208,FSPA,2019/12/28T19:00:24.796,0.148,2019/12/28T19:00:24.944,local
192.168.2.200,192.168.2.100,37886,3000,6,40,3648,FSPA,2019/12/28T19:00:24.796,0.148,2019/12/28T19:00:24.944,local
192.168.2.100,192.168.2.200,3000,37888,6,40,3208,FSPA,2019/12/28T19:00:24.944,0.140,2019/12/28T19:00:25.084,local
192.168.2.200,192.168.2.100,37888,3000,6,40,6216,FSPA,2019/12/28T19:00:24.944,0.140,2019/12/28T19:00:25.084,local
192.168.2.200,192.168.2.100,37890,3000,6,40,3888,FSPA,2019/12/28T19:00:25.084,0.144,2019/12/28T19:00:25.228,local
192.168.2.100,192.168.2.200,3000,37890,6,40,3208,FSPA,2019/12/28T19:00:25.084,0.144,2019/12/28T19:00:25.228,local
192.168.2.100,192.168.2.200,3000,37892,6,40,3208,FSPA,2019/12/28T19:00:25.228,0.144,2019/12/28T19:00:25.372,local
192.168.2.200,192.168.2.100,37892,3000,6,40,3624,FSPA,2019/12/28T19:00:25.228,0.144,2019/12/28T19:00:25.372,local
192.168.2.100,192.168.2.200,3000,37894,6,40,3208,FSPA,2019/12/28T19:00:25.372,0.144,2019/12/28T19:00:25.516,local
192.168.2.200,192.168.2.100,37894,3000,6,40,6216,FSPA,2019/12/28T19:00:25.372,0.144,2019/12/28T19:00:25.516,local
192.168.2.200,192.168.2.100,37896,3000,6,40,3888,FSPA,2019/12/28T19:00:25.516,0.140,2019/12/28T19:00:25.656,local
192.168.2.100,192.168.2.200,3000,37896,6,40,3208,FSPA,2019/12/28T19:00:25.516,0.140,2019/12/28T19:00:25.656,local
192.168.2.100,192.168.2.200,3000,37898,6,40,3208,FSPA,2019/12/28T19:00:25.656,0.144,2019/12/28T19:00:25.800,local
192.168.2.200,192.168.2.100,37898,3000,6,40,3656,FSPA,2019/12/28T19:00:25.656,0.144,2019/12/28T19:00:25.800,local
192.168.2.200,192.168.2.100,37900,3000,6,40,6224,FSPA,2019/12/28T19:00:25.796,0.140,2019/12/28T19:00:25.936,local
192.168.2.100,192.168.2.200,3000,37900,6,40,3208,FSPA,2019/12/28T19:00:25.800,0.136,2019/12/28T19:00:25.936,local
192.168.2.200,192.168.2.100,37902,3000,6,40,3904,FSPA,2019/12/28T19:00:25.936,0.144,2019/12/28T19:00:26.080,local
192.168.2.100,192.168.2.200,3000,37902,6,40,3208,FSPA,2019/12/28T19:00:25.936,0.144,2019/12/28T19:00:26.080,local
192.168.2.100,192.168.2.200,3000,37904,6,40,3208,FSPA,2019/12/28T19:00:26.080,0.152,2019/12/28T19:00:26.232,local
192.168.2.200,192.168.2.100,37904,3000,6,40,3632,FSPA,2019/12/28T19:00:26.080,0.152,2019/12/28T19:00:26.232,local
192.168.2.200,192.168.2.100,37906,3000,6,40,6224,FSPA,2019/12/28T19:00:26.232,0.136,2019/12/28T19:00:26.368,local
192.168.2.100,192.168.2.200,3000,37906,6,40,3208,FSPA,2019/12/28T19:00:26.232,0.136,2019/12/28T19:00:26.368,local
192.168.2.200,192.168.2.100,37908,3000,6,40,3904,FSPA,2019/12/28T19:00:26.368,0.144,2019/12/28T19:00:26.512,local
192.168.2.100,192.168.2.200,3000,37908,6,40,3208,FSPA,2019/12/28T19:00:26.368,0.144,2019/12/28T19:00:26.512,local
192.168.2.200,192.168.2.100,37910,3000,6,40,3656,FSPA,2019/12/28T19:00:26.512,0.148,2019/12/28T19:00:26.660,local
192.168.2.100,192.168.2.200,3000,37910,6,40,3208,FSPA,2019/12/28T19:00:26.512,0.148,2019/12/28T19:00:26.660,local
192.168.2.100,192.168.2.200,3000,37912,6,40,3208,FSPA,2019/12/28T19:00:26.660,0.144,2019/12/28T19:00:26.804,local
192.168.2.200,192.168.2.100,37912,3000,6,40,6224,FSPA,2019/12/28T19:00:26.660,0.144,2019/12/28T19:00:26.804,local
192.168.2.100,192.168.2.200,3000,37914,6,40,3208,FSPA,2019/12/28T19:00:26.516,0.148,2019/12/28T19:00:26.664,local
192.168.2.200,192.168.2.100,37914,3000,6,40,3904,FSPA,2019/12/28T19:00:26.516,0.148,2019/12/28T19:00:26.664,local
192.168.2.100,192.168.2.200,3000,37916,6,40,3208,FSPA,2019/12/28T19:00:26.664,0.148,2019/12/28T19:00:26.812,local
192.168.2.200,192.168.2.100,37916,3000,6,40,3632,FSPA,2019/12/28T19:00:26.664,0.148,2019/12/28T19:00:26.812,local
192.168.2.200,192.168.2.100,37918,3000,6,40,6224,FSPA,2019/12/28T19:00:26.812,0.148,2019/12/28T19:00:26.960,local
192.168.2.100,192.168.2.200,3000,37918,6,40,3208,FSPA,2019/12/28T19:00:26.812,0.148,2019/12/28T19:00:26.960,local
192.168.2.100,192.168.2.200,3000,37920,6,40,3208,FSPA,2019/12/28T19:00:26.960,0.144,2019/12/28T19:00:27.104,local
192.168.2.200,192.168.2.100,37920,3000,6,40,3904,FSPA,2019/12/28T19:00:26.960,0.144,2019/12/28T19:00:27.104,local
192.168.2.200,192.168.2.100,37922,3000,6,40,5208,FSPA,2019/12/28T19:00:27.104,0.140,2019/12/28T19:00:27.244,local
192.168.2.100,192.168.2.200,3000,37922,6,40,3208,FSPA,2019/12/28T19:00:27.104,0.140,2019/12/28T19:00:27.244,local
192.168.2.200,192.168.2.100,37924,3000,6,40,5056,FSPA,2019/12/28T19:00:27.244,0.136,2019/12/28T19:00:27.380,local
192.168.2.100,192.168.2.200,3000,37924,6,40,3208,FSPA,2019/12/28T19:00:27.244,0.136,2019/12/28T19:00:27.380,local
192.168.2.100,192.168.2.200,3000,37926,6,40,3208,FSPA,2019/12/28T19:00:27.380,0.140,2019/12/28T19:00:27.520,local
192.168.2.200,192.168.2.100,37926,3000,6,40,5032,FSPA,2019/12/28T19:00:27.380,0.136,2019/12/28T19:00:27.516,local
192.168.2.100,192.168.2.200,3000,37928,6,40,3208,FSPA,2019/12/28T19:00:27.516,0.144,2019/12/28T19:00:27.660,local
192.168.2.200,192.168.2.100,37928,3000,6,40,5112,FSPA,2019/12/28T19:00:27.516,0.144,2019/12/28T19:00:27.660,local
192.168.2.100,192.168.2.200,3000,37930,6,40,3208,FSPA,2019/12/28T19:00:27.660,0.140,2019/12/28T19:00:27.800,local
192.168.2.200,192.168.2.100,37930,3000,6,40,5128,FSPA,2019/12/28T19:00:27.660,0.140,2019/12/28T19:00:27.800,local
192.168.2.100,192.168.2.200,3000,37932,6,40,3208,FSPA,2019/12/28T19:00:27.800,0.136,2019/12/28T19:00:27.936,local
192.168.2.200,192.168.2.100,37932,3000,6,40,5120,FSPA,2019/12/28T19:00:27.800,0.136,2019/12/28T19:00:27.936,local
192.168.2.100,192.168.2.200,3000,37934,6,40,3208,FSPA,2019/12/28T19:00:27.936,0.140,2019/12/28T19:00:28.076,local
192.168.2.200,192.168.2.100,37934,3000,6,40,5168,FSPA,2019/12/28T19:00:27.936,0.140,2019/12/28T19:00:28.076,local
192.168.2.200,192.168.2.100,37936,3000,6,40,5128,FSPA,2019/12/28T19:00:28.076,0.148,2019/12/28T19:00:28.224,local
192.168.2.100,192.168.2.200,3000,37936,6,40,3208,FSPA,2019/12/28T19:00:28.076,0.148,2019/12/28T19:00:28.224,local
192.168.2.100,192.168.2.200,3000,37938,6,40,3208,FSPA,2019/12/28T19:00:28.224,0.140,2019/12/28T19:00:28.364,local
192.168.2.200,192.168.2.100,37938,3000,6,40,5024,FSPA,2019/12/28T19:00:28.224,0.140,2019/12/28T19:00:28.364,local
192.168.2.200,192.168.2.100,37940,3000,6,40,5040,FSPA,2019/12/28T19:00:28.364,0.148,2019/12/28T19:00:28.512,local
192.168.2.100,192.168.2.200,3000,37940,6,40,3208,FSPA,2019/12/28T19:00:28.364,0.148,2019/12/28T19:00:28.512,local
192.168.2.100,192.168.2.200,3000,37942,6,40,3208,FSPA,2019/12/28T19:00:28.512,0.152,2019/12/28T19:00:28.664,local
192.168.2.200,192.168.2.100,37942,3000,6,40,5032,FSPA,2019/12/28T19:00:28.512,0.152,2019/12/28T19:00:28.664,local
192.168.2.200,192.168.2.100,37944,3000,6,40,5024,FSPA,2019/12/28T19:00:28.664,0.148,2019/12/28T19:00:28.812,local
192.168.2.100,192.168.2.200,3000,37944,6,40,3208,FSPA,2019/12/28T19:00:28.664,0.148,2019/12/28T19:00:28.812,local
192.168.2.100,192.168.2.200,3000,37946,6,32,2792,FSPA,2019/12/28T19:00:29.628,0.140,2019/12/28T19:00:29.768,local
192.168.2.200,192.168.2.100,37946,3000,6,48,5472,FSPA,2019/12/28T19:00:29.628,0.140,2019/12/28T19:00:29.768,local
192.168.2.100,192.168.2.200,3000,37948,6,40,3208,FSPA,2019/12/28T19:00:29.768,0.144,2019/12/28T19:00:29.912,local
192.168.2.200,192.168.2.100,37948,3000,6,40,5040,FSPA,2019/12/28T19:00:29.768,0.144,2019/12/28T19:00:29.912,local
192.168.2.200,192.168.2.100,37950,3000,6,40,5496,FSPA,2019/12/28T19:00:29.912,0.148,2019/12/28T19:00:30.060,local
192.168.2.100,192.168.2.200,3000,37950,6,40,3208,FSPA,2019/12/28T19:00:29.912,0.148,2019/12/28T19:00:30.060,local
192.168.2.100,192.168.2.200,3000,37952,6,40,3208,FSPA,2019/12/28T19:00:30.060,0.148,2019/12/28T19:00:30.208,local
192.168.2.200,192.168.2.100,37952,3000,6,40,5464,FSPA,2019/12/28T19:00:30.060,0.148,2019/12/28T19:00:30.208,local
192.168.2.100,192.168.2.200,3000,37954,6,40,3208,FSPA,2019/12/28T19:00:30.208,0.144,2019/12/28T19:00:30.352,local
192.168.2.200,192.168.2.100,37954,3000,6,40,5432,FSPA,2019/12/28T19:00:30.208,0.144,2019/12/28T19:00:30.352,local
192.168.2.100,192.168.2.200,3000,37956,6,40,3208,FSPA,2019/12/28T19:00:30.352,0.140,2019/12/28T19:00:30.492,local
192.168.2.200,192.168.2.100,37956,3000,6,40,5760,FSPA,2019/12/28T19:00:30.352,0.140,2019/12/28T19:00:30.492,local
192.168.2.100,192.168.2.200,3000,37958,6,40,3208,FSPA,2019/12/28T19:00:30.492,0.148,2019/12/28T19:00:30.640,local
192.168.2.200,192.168.2.100,37958,3000,6,40,5048,FSPA,2019/12/28T19:00:30.492,0.148,2019/12/28T19:00:30.640,local
192.168.2.200,192.168.2.100,37960,3000,6,40,3640,FSPA,2019/12/28T19:00:30.640,0.148,2019/12/28T19:00:30.788,local
192.168.2.100,192.168.2.200,3000,37960,6,40,3208,FSPA,2019/12/28T19:00:30.640,0.148,2019/12/28T19:00:30.788,local
192.168.2.100,192.168.2.200,3000,37962,6,40,3208,FSPA,2019/12/28T19:00:30.788,0.148,2019/12/28T19:00:30.936,local
192.168.2.200,192.168.2.100,37962,3000,6,40,3648,FSPA,2019/12/28T19:00:30.788,0.148,2019/12/28T19:00:30.936,local
192.168.2.100,192.168.2.200,3000,37964,6,40,3208,FSPA,2019/12/28T19:00:30.936,0.148,2019/12/28T19:00:31.084,local
192.168.2.200,192.168.2.100,37964,3000,6,40,3616,FSPA,2019/12/28T19:00:30.936,0.148,2019/12/28T19:00:31.084,local
192.168.2.200,192.168.2.100,37966,3000,6,40,3656,FSPA,2019/12/28T19:00:31.084,0.148,2019/12/28T19:00:31.232,local
192.168.2.100,192.168.2.200,3000,37966,6,40,3208,FSPA,2019/12/28T19:00:31.084,0.148,2019/12/28T19:00:31.232,local
192.168.2.100,192.168.2.200,3000,37968,6,40,3208,FSPA,2019/12/28T19:00:31.232,0.144,2019/12/28T19:00:31.376,local
192.168.2.200,192.168.2.100,37968,3000,6,40,3640,FSPA,2019/12/28T19:00:31.232,0.144,2019/12/28T19:00:31.376,local
192.168.2.100,192.168.2.200,3000,37970,6,40,3208,FSPA,2019/12/28T19:00:31.376,0.144,2019/12/28T19:00:31.520,local
192.168.2.200,192.168.2.100,37970,3000,6,40,3616,FSPA,2019/12/28T19:00:31.376,0.144,2019/12/28T19:00:31.520,local
192.168.2.100,192.168.2.200,3000,37972,6,40,3208,FSPA,2019/12/28T19:00:31.520,0.152,2019/12/28T19:00:31.672,local
192.168.2.200,192.168.2.100,37972,3000,6,40,3624,FSPA,2019/12/28T19:00:31.520,0.152,2019/12/28T19:00:31.672,local
192.168.2.200,192.168.2.100,37974,3000,6,40,3664,FSPA,2019/12/28T19:00:31.672,0.156,2019/12/28T19:00:31.828,local
192.168.2.100,192.168.2.200,3000,37974,6,40,3208,FSPA,2019/12/28T19:00:31.672,0.156,2019/12/28T19:00:31.828,local
192.168.2.100,192.168.2.200,3000,37976,6,40,3208,FSPA,2019/12/28T19:00:31.828,0.148,2019/12/28T19:00:31.976,local
192.168.2.200,192.168.2.100,37976,3000,6,40,3648,FSPA,2019/12/28T19:00:31.644,0.148,2019/12/28T19:00:31.792,local
192.168.2.200,192.168.2.100,37978,3000,6,40,3624,FSPA,2019/12/28T19:00:31.792,0.144,2019/12/28T19:00:31.936,local
192.168.2.100,192.168.2.200,3000,37978,6,40,3208,FSPA,2019/12/28T19:00:31.792,0.144,2019/12/28T19:00:31.936,local
192.168.2.100,192.168.2.200,3000,37980,6,40,3208,FSPA,2019/12/28T19:00:31.936,0.132,2019/12/28T19:00:32.068,local
192.168.2.200,192.168.2.100,37980,3000,6,40,6352,FSPA,2019/12/28T19:00:31.936,0.132,2019/12/28T19:00:32.068,local
192.168.2.200,192.168.2.100,37982,3000,6,40,3504,FSPA,2019/12/28T19:00:32.068,0.144,2019/12/28T19:00:32.212,local
192.168.2.100,192.168.2.200,3000,37982,6,40,3208,FSPA,2019/12/28T19:00:32.068,0.144,2019/12/28T19:00:32.212,local
192.168.2.100,192.168.2.200,3000,37984,6,40,3208,FSPA,2019/12/28T19:00:32.212,0.140,2019/12/28T19:00:32.352,local
192.168.2.200,192.168.2.100,37984,3000,6,40,5120,FSPA,2019/12/28T19:00:32.212,0.140,2019/12/28T19:00:32.352,local
